arCOG_name	locus_tag	E-value	score	arCOG_familiy	Gene_name	Description	HVO
arCOG00220	WP_004043215.1	1.1E-118	394.5	E	PotD	Spermidine/putrescine-binding periplasmic protein	HVO_A0299
arCOG00226	WP_004045003.1	1.9E-151	502.3	H	TbpA	ABC-type thiamine transport system, periplasmic component	HVO_0022
arCOG00227	WP_004041348.1	2.9E-70	235	P	AfuA	ABC-type Fe3+ transport system, periplasmic component	HVO_B0187
arCOG00227	WP_004041594.1	1E-112	374.8	P	AfuA	ABC-type Fe3+ transport system, periplasmic component	HVO_1705
arCOG00229	WP_004041769.1	2.8E-128	424.6	H	TupB	ABC-type tungstate transport system, permease component	HVO_1888
arCOG00230	WP_013035522.1	1.1E-214	712.1	P	-	Periplasmic molybdate-binding protein/domain	HVO_2305
arCOG00231	WP_004042267.1	6.4E-110	363.8	P	PstB	ABC-type phosphate transport system, ATPase component	HVO_2378
arCOG00231	WP_004040835.1	4.7E-103	341.3	P	PstB	ABC-type phosphate transport system, ATPase component	HVO_A0480
arCOG00232	WP_004042268.1	1.5E-45	153.4	P	PhoU	Phosphate uptake regulator	HVO_2379
arCOG00235	WP_013035386.1	5.4E-55	184	Q	MhpD	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	HVO_2244
arCOG00235	WP_004043648.1	2.2E-75	250.8	Q	MhpD	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	HVO_1291
arCOG00235	WP_004041041.1	9.9E-72	238.8	Q	MhpD	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	HVO_B0115
arCOG00235	WP_004043353.1	2.9E-50	168.5	Q	MhpD	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	HVO_A0087
arCOG00236	WP_004061785.1	2.8E-116	385.7	G	-	2-keto-3-deoxyarabinoate/xylonate dehydratase	HVO_B0027
arCOG00237	WP_004040809.1	2.4E-137	455.9	P	CitT	Di- and tricarboxylate transporter	HVO_A0451
arCOG00237	WP_004044640.1	1.2E-148	493	P	CitT	Di- and tricarboxylate transporter	HVO_0282
arCOG00237	WP_049914800.1	1E-144	480.1	P	CitT	Di- and tricarboxylate transporter	HVO_1998
arCOG00238	WP_004041799.1	8.4E-66	220.1	P	ArsB	Na+/H+ antiporter NhaD or related arsenite permease	HVO_1920
arCOG00238	WP_013035122.1	4.3E-36	122.3	P	ArsB	Na+/H+ antiporter NhaD or related arsenite permease	HVO_A0091
arCOG00238	WP_013034953.1	3.5E-32	109.4	P	ArsB	Na+/H+ antiporter NhaD or related arsenite permease	HVO_B0019
arCOG00239	WP_004041761.1	1.4E-49	166.9	I	CaiD	Enoyl-CoA hydratase/carnithine racemase	HVO_1879
arCOG00240	WP_004043470.1	2.8E-165	546.8	H	MenB	Dihydroxynaphthoic acid synthase	HVO_1465
arCOG00241	WP_004043475.1	3.7E-88	293.4	I	CaiD	Enoyl-CoA hydratase/carnithine racemase	HVO_1460
arCOG00241	WP_004040856.1	3.7E-57	191.8	I	CaiD	Enoyl-CoA hydratase/carnithine racemase	HVO_A0505
arCOG00245	WP_004043624.1	1.6E-54	183.2	E	TyrA	Prephenate dehydrogenase	HVO_1312
arCOG00246	WP_004044925.1	1.1E-89	298.3	C	Mdh	Malate/lactate dehydrogenase	HVO_3007
arCOG00246	WP_004045328.1	3.7E-76	253.9	C	Mdh	Malate/lactate dehydrogenase	HVO_0214
arCOG00248	WP_004041720.1	3.6E-144	477.3	G	Gnd	Predicted 6-phosphogluconate dehydrogenase	HVO_1830
arCOG00249	WP_013035442.1	4.4E-87	290.8	I	FadB	3-hydroxyacyl-CoA dehydrogenase, some fused to Enoyl-CoA hydratase	HVO_1387
arCOG00249	WP_004040876.1	5.4E-83	277.3	I	FadB	3-hydroxyacyl-CoA dehydrogenase, some fused to Enoyl-CoA hydratase	HVO_A0525
arCOG00249	WP_004043057.1	9.9E-214	709.3	I	FadB	3-hydroxyacyl-CoA dehydrogenase, some fused to Enoyl-CoA hydratase	HVO_2815
arCOG00249	WP_013035133.1	1.7E-187	622.6	I	FadB	3-hydroxyacyl-CoA dehydrogenase, some fused to Enoyl-CoA hydratase	HVO_A0097
arCOG00250	WP_004040875.1	1.1E-130	432.7	I	FadB	3-hydroxyacyl-CoA dehydrogenase	HVO_A0524
arCOG00250	WP_004043491.1	7.5E-126	416.7	I	FadB	3-hydroxyacyl-CoA dehydrogenase	HVO_1444
arCOG00253	WP_004043140.1	2.5E-41	139.7	M	AglM/Ugd	UDP-glucose 6-dehydrogenase	HVO_A0219
arCOG00253	WP_004041409.1	1E-171	569.2	M	AglM/Ugd	UDP-glucose 6-dehydrogenase	HVO_1531
arCOG00255	WP_004044474.1	3.8E-78	259.9	E	PheA	Prephenate dehydratase	HVO_0449
arCOG00257	WP_004041224.1	1.1E-126	420.9	R	Med	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein	HVO_B0318
arCOG00258	WP_004043537.1	4.2E-125	415.6	R	Med	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein	HVO_1401
arCOG00258	WP_004041916.1	3.3E-108	359.9	R	Med	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein	HVO_2031
arCOG00260	WP_004041227.1	1.3E-112	373.9	R	-	ABC-type uncharacterized transport system, permease component	HVO_B0315
arCOG00260	WP_004043539.1	1.8E-137	455.7	R	-	ABC-type uncharacterized transport system, permease component	HVO_1399
arCOG00260	WP_004041918.1	8.8E-112	371.2	R	-	ABC-type uncharacterized transport system, permease component	HVO_2033
arCOG00261	WP_004041919.1	2E-100	333.5	R	-	Uncharacterized ABC-type transport system, permease component	HVO_2034
arCOG00261	WP_004041228.1	7.8E-101	334.9	R	-	Uncharacterized ABC-type transport system, permease component	HVO_B0314
arCOG00261	WP_004043540.1	1.9E-115	382.9	R	-	Uncharacterized ABC-type transport system, permease component	HVO_1398
arCOG00264	WP_004044264.1	8.2E-49	163.6	C	YedY	Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit	HVO_0671
arCOG00264	WP_004043464.1	2.6E-84	279.5	C	YedY	Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit	HVO_1471
arCOG00266	WP_004041167.1	1E-34	118.3	C	YedY	Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit	HVO_B0367
arCOG00271	WP_004042345.1	9.9E-73	242.6	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_2446
arCOG00271	WP_049914690.1	3.2E-76	254	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_A0617
arCOG00271	WP_004041860.1	2.5E-78	260.9	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_1980
arCOG00271	WP_004041676.1	4.7E-67	223.9	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_1791
arCOG00271	WP_004041604.1	4.1E-68	227.4	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_1714
arCOG00271	WP_004040827.1	2.9E-44	149.2	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_A0473
arCOG00271	WP_013035554.1	4E-66	220.9	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_1790
arCOG00271	WP_004041262.1	2E-67	225.2	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_B0276
arCOG00272	WP_004041737.1	2.2E-60	202.3	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	HVO_1855
arCOG00284	WP_004042256.1	8.8E-31	104.8	L	-	HerA helicase	HVO_2367
arCOG00284	WP_004044580.1	6.1E-48	161.5	L	-	HerA helicase	HVO_0341
arCOG00285	WP_004042180.1	4.8E-111	370	L	-	HerA helicase	HVO_2289
arCOG00286	WP_004044547.1	0.0000039	23.6	L	-	HerA helicase	HVO_0377
arCOG00287	WP_004042258.1	2.8E-81	271.3	L	-	NurA 5'-3' nuclease	HVO_2369
arCOG00288	WP_004041657.1	5.7E-28	95.6	C	NfnB	Nitroreductase	HVO_1775
arCOG00288	WP_004042254.1	8.2E-37	124.4	C	NfnB	Nitroreductase	HVO_2365
arCOG00288	WP_004044295.1	1.4E-41	139.9	C	NfnB	Nitroreductase	HVO_0641
arCOG00305	WP_004044196.1	4.6E-246	815.4	L	POL4	DNA polymerase IV (family X)	HVO_0741
arCOG00305	WP_004045159.1	1.2E-09	34.9	L	POL4	DNA polymerase IV (family X)	HVO_0091
arCOG00306	WP_004041849.1	8.8E-26	88.6	R	-	Metal-dependent phosphoesterase (PHP family)	HVO_1970
arCOG00306	WP_049914892.1	2.5E-116	385.3	R	-	Metal-dependent phosphoesterase (PHP family)	HVO_0721
arCOG00306	WP_004042117.1	1.9E-22	77.7	R	-	Metal-dependent phosphoesterase (PHP family)	HVO_2228
arCOG00306	WP_004043892.1	2.1E-26	90.7	R	-	Metal-dependent phosphoesterase (PHP family)	HVO_1049
arCOG00307	WP_004043844.1	6.2E-42	141.4	J	RPP1	RNase P/RNase MRP subunit p30	HVO_1094
arCOG00310	WP_004043778.1	7E-29	99.2	O	Bcp	Peroxiredoxin	HVO_1163
arCOG00310	WP_004042885.1	2.1E-26	91.1	O	Bcp	Peroxiredoxin	HVO_2699
arCOG00313	WP_004043700.1	3.9E-80	266.5	R	Sco1	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	HVO_1241
arCOG00314	WP_004043691.1	3.4E-87	288.9	O	TrxA	Thiol-disulfide isomerase or thioredoxin	HVO_1250
arCOG00315	WP_004045368.1	3.5E-74	246.1	O	Bcp	Peroxiredoxin	HVO_0252
arCOG00318	WP_013035169.1	4.8E-79	263.8	P	PhoU	Phosphate uptake regulator	HVO_A0481
arCOG00318	WP_004042263.1	2.3E-87	291.1	P	PhoU	Phosphate uptake regulator	HVO_2374
arCOG00318	WP_004043760.1	1.2E-62	209.9	P	PhoU	Phosphate uptake regulator	HVO_1181
arCOG00324	WP_004044403.1	1.3E-88	295	R	AcuC	Deacetylase, including yeast histone deacetylase and acetoin utilization protein	HVO_0522
arCOG00328	WP_004044079.1	6.4E-181	601.1	L	PolB3	DNA polymerase PolB3	HVO_0858
arCOG00329	WP_004043370.1	1.5E-273	907.2	L	PolB2	DNA polymerase PolB2, inactivated	HVO_A0065
arCOG00336	WP_081442894.1	0	1097.5	C	GlpC	Fe-S oxidoreductase subunit	HVO_2670
arCOG00336	WP_004041581.1	3.6E-244	811	C	GlpC	Fe-S oxidoreductase subunit	HVO_1692
arCOG00336	WP_049941484.1	0	1120.5	C	GlpC	Fe-S oxidoreductase subunit	HVO_B0203
arCOG00336	WP_004041273.1	0	1452.6	C	GlpC	Fe-S oxidoreductase subunit	HVO_B0265
arCOG00336	WP_004041586.1	0	1507.8	C	GlpC	Fe-S oxidoreductase subunit	HVO_1697
arCOG00336	WP_004043352.1	0	1424.1	C	GlpC	Fe-S oxidoreductase subunit	HVO_A0088
arCOG00346	WP_004040913.1	7.4E-84	278.2	C	-	LUD domain, lactate utilization protein	HVO_A0555
arCOG00347	WP_004041485.1	6.6E-51	171	O	PbaA	20S proteasome assembly factor, ATP-grasp superfamily enzyme	HVO_1593
arCOG00348	WP_004044238.1	1.5E-81	271.3	O	PbaB	20S proteasome assembly factor, ATP-grasp superfamily enzyme	HVO_0697
arCOG00349	WP_004041098.1	5.3E-14	50.7	C	Fer	Ferredoxin	HVO_B0056
arCOG00349	WP_004044976.1	3.3E-13	48.2	C	Fer	Ferredoxin	HVO_0015
arCOG00352	WP_004041804.1	5.3E-103	342.1	R	Nog1	GTP-binding protein, GTP1/Obg family	HVO_1925
arCOG00353	WP_004043592.1	6.5E-152	504	J	HflX	50S ribosomal subunit-associated GTPase HflX	HVO_1346
arCOG00354	WP_004044952.1	2.3E-94	312.6	R	-	GTPase SAR1 or related small G protein	HVO_3014
arCOG00355	WP_004041810.1	6.4E-88	291.2	R	EngB	GTP-binding protein EngB required for normal cell division in bacteria	HVO_1931
arCOG00357	WP_004041500.1	8.6E-136	450.5	J	GTP1	Ribosome-binding ATPase YchF, GTP1/OBG family	
arCOG00357	WP_004044771.1	3.6E-131	435.3	J	GTP1	Ribosome-binding ATPase YchF, GTP1/OBG family	HVO_2932
arCOG00358	WP_004044028.1	1.5E-116	387.3	J	DRG	Ribosome-interacting GTPase 1	HVO_0911
arCOG00360	WP_004045238.1	8.5E-108	357.9	S	-	Uncharacterized membrane protein	HVO_0126
arCOG00369	WP_004044246.1	2.8E-124	414	L	-	Chromosome segregation ATPase, Smc family	HVO_0689
arCOG00379	WP_004043680.1	5.4E-17	58.8	S	-	Uncharacterized protein	HVO_1259
arCOG00381	WP_004044617.1	4.4E-104	346.6	K	-	Predicted membrane-associated trancriptional regulator	HVO_0306
arCOG00381	WP_004040852.1	0.00014	19.2	K	-	Predicted membrane-associated trancriptional regulator	HVO_A0499
arCOG00381	WP_004044701.1	0.000086	19.9	K	-	Predicted membrane-associated trancriptional regulator	HVO_2884
arCOG00381	WP_004041257.1	5.5E-32	109.3	K	-	Predicted membrane-associated trancriptional regulator	HVO_B0282
arCOG00381	WP_004041824.1	1.2E-118	394.5	K	-	Predicted membrane-associated trancriptional regulator	HVO_1944
arCOG00385	WP_004043107.1	0.00000001	33.1	S	-	Uncharacterized coiled-coil protein	HVO_A0180
arCOG00385	WP_004041038.1	0.00000002	32.2	S	-	Uncharacterized coiled-coil protein	HVO_B0118
arCOG00393	WP_013035380.1	0.000093	19.9	K	-	Predicted membrane-associated trancriptional regulator	HVO_2822
arCOG00394	WP_004044165.1	1.3E-10	38	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_0772
arCOG00394	WP_004044086.1	5.6E-11	39.2	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_0852
arCOG00394	WP_004044502.1	7.6E-13	45.4	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_0422
arCOG00401	WP_004041574.1	7.6E-158	524.8	J	ThrS	Threonyl-tRNA synthetase	HVO_1684
arCOG00402	WP_004044067.1	8.7E-160	530	J	ProS	Prolyl-tRNA synthetase	HVO_0870
arCOG00403	WP_004041800.1	2.6E-128	426.6	J	SerS	Seryl-tRNA synthetase	HVO_1921
arCOG00404	WP_004041736.1	5.5E-118	392.4	J	HisS	Histidyl-tRNA synthetase	HVO_1854
arCOG00405	WP_004045074.1	4.1E-214	710.3	J	GRS1	Glycyl-tRNA synthetase (class II)	HVO_0054
arCOG00406	WP_004044258.1	1.1E-148	493.3	J	AsnS	Aspartyl/asparaginyl-tRNA synthetase	HVO_0677
arCOG00410	WP_004044797.1	8.1E-159	526.9	J	PheS	Phenylalanyl-tRNA synthetase alpha subunit	HVO_2948
arCOG00412	WP_004044795.1	4.7E-216	716.1	J	PheT	Phenylalanyl-tRNA synthetase beta subunit	HVO_2947
arCOG00415	WP_004045193.1	3E-114	379.4	L	RadA	RecA/RadA recombinase, contains N-terminal HHH domain	HVO_0104
arCOG00416	WP_004042129.1	0.000071	20	L	-	Toprim domain containing protein	HVO_2240
arCOG00417	WP_004042272.1	2E-67	224.7	L	RadB	RecA/RadA recombinase	HVO_2383
arCOG00419	WP_004042684.1	6.8E-45	150.2	F	Hit	HIT family hydrolase	HVO_2601
arCOG00419	WP_004045344.1	4.4E-35	118.5	F	Hit	HIT family hydrolase	HVO_0230
arCOG00423	WP_004041712.1	1E-116	387.4	J	-	Oligoribonuclease NrnB or cAMP/cGMP phosphodiesterase, DHH superfamily	HVO_1824
arCOG00427	WP_004045120.1	3.8E-132	439	L	RecJ/Cdc45	Single-stranded DNA-specific exonuclease RecJ	HVO_0073
arCOG00428	WP_004043791.1	4.1E-102	339.9	L	Cdc45	Protein similar to exonuclease RecJ central domain predicted to be involved in DNA replication	HVO_1147
arCOG00429	WP_013035331.1	9.1E-165	547.1	L	-	Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain	HVO_2889
arCOG00429	WP_004043924.1	1.5E-177	589.3	L	-	Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain	HVO_1018
arCOG00434	WP_004041821.1	7.4E-79	262.8	N	-	AAA+ ATPase of MoxR-like family, a component of a putative secretion system	HVO_1941
arCOG00434	WP_004044296.1	1.9E-98	327.2	N	-	AAA+ ATPase of MoxR-like family, a component of a putative secretion system	HVO_0639
arCOG00434	WP_004042060.1	5.4E-96	319.1	N	-	AAA+ ATPase of MoxR-like family, a component of a putative secretion system	HVO_2168
arCOG00434	WP_004043682.1	2.4E-93	310.4	N	-	AAA+ ATPase of MoxR-like family, a component of a putative secretion system	HVO_1257
arCOG00438	WP_013034971.1	9.8E-158	523.5	R	-	AAA family ATPase	HVO_B0051
arCOG00439	WP_004045334.1	5E-175	581.1	L	MCM2	ATPase involved in replication control, Cdc46/Mcm family	HVO_0220
arCOG00441	WP_004043362.1	1.5E-19	68.2	N	GvpN	MoxR-like ATPase	HVO_A0074
arCOG00446	WP_013035393.1	4.7E-78	260.1	C	FixA	Electron transfer flavoprotein, beta subunit	HVO_2730
arCOG00446	WP_004044618.1	8.6E-66	219.9	C	FixA	Electron transfer flavoprotein, beta subunit	HVO_0305
arCOG00447	WP_004044619.1	4E-108	359.3	C	FixB	Electron transfer flavoprotein, alpha subunit	HVO_0304
arCOG00448	WP_004042951.1	9E-191	633.1	C	FixA	Electron transfer flavoprotein, alpha and beta subunits	HVO_2731
arCOG00450	WP_004042463.1	2.5E-41	138.9	T	UspA	Nucleotide-binding protein, UspA family	HVO_2499
arCOG00451	WP_013035215.1	1E-24	85.7	T	UspA	Nucleotide-binding protein, UspA family	HVO_A0043
arCOG00451	WP_004043256.1	6.9E-40	135.3	T	UspA	Nucleotide-binding protein, UspA family	HVO_A0344
arCOG00455	WP_013035244.1	4E-79	263.1	E	ProC	Pyrroline-5-carboxylate reductase	HVO_1372
arCOG00457	WP_004044491.1	2.5E-85	283.1	R	-	Predicted dinucleotide-binding enzyme	HVO_0433
arCOG00457	WP_013035211.1	1.3E-29	100.9	R	-	Predicted dinucleotide-binding enzyme	HVO_A0605
arCOG00458	WP_004044495.1	1.1E-43	147	E	-	Archaemetzincin family protease	HVO_0429
arCOG00459	WP_004044059.1	9.6E-52	173.4	L	Nth	EndoIII-related endonuclease	HVO_0878
arCOG00459	WP_004044089.1	5.8E-53	177.3	L	Nth	EndoIII-related endonuclease	HVO_0848
arCOG00462	WP_004044651.1	2.7E-57	192	L	MutY	A/G-specific DNA glycosylase	HVO_2834
arCOG00462	WP_004044714.1	6.9E-128	423.5	L	MutY	A/G-specific DNA glycosylase	HVO_2896
arCOG00463	WP_004041590.1	3E-36	121.9	L	-	Uri superfamily endonuclease	HVO_1701
arCOG00464	WP_004041571.1	1.6E-97	324	L	AlkA	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	HVO_1681
arCOG00464	WP_004043056.1	1.3E-47	160.3	L	AlkA	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	HVO_2814
arCOG00467	WP_004044301.1	4.5E-114	379.1	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_0634
arCOG00467	WP_004043363.1	3.3E-63	211.6	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_A0072
arCOG00467	WP_013035620.1	8.4E-114	378.2	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_2042
arCOG00467	WP_013035225.1	2.9E-120	399.4	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_A0257
arCOG00467	WP_004041152.1	2.7E-118	393	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_B0001
arCOG00467	WP_004044954.1	3.2E-206	682.4	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_0001
arCOG00467	WP_004040991.1	2.9E-121	402.7	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_A0001
arCOG00467	WP_004063115.1	1.8E-130	433	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_1725
arCOG00467	WP_004045434.1	5.4E-109	362.4	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_C0057
arCOG00467	WP_013035252.1	1.3E-59	199.9	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_2292
arCOG00467	WP_004045308.1	2.7E-82	274.4	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	
arCOG00467	WP_013035677.1	1.9E-72	242.1	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_C0001
arCOG00467	WP_004042185.1	3.1E-61	205.1	L	CDC6	Cdc6-related protein, AAA superfamily ATPase	HVO_2293
arCOG00468	WP_004041415.1	2.7E-163	541.1	L	-	Orc1/cdc6 family replication initiation protein	HVO_1537
arCOG00468	WP_004042015.1	5.4E-157	520.4	L	-	Orc1/cdc6 family replication initiation protein	HVO_2133
arCOG00469	WP_004045317.1	2.9E-136	451.5	L	RFCS	Clamp loader ATPase, small subunit	
arCOG00469	WP_004045258.1	5.9E-66	220.4	L	RFCS	Clamp loader ATPase, small subunit	HVO_0145
arCOG00470	WP_004042317.1	5.3E-128	425.4	L	RFCL	Clamp loader ATPase, large subunit	HVO_2427
arCOG00471	WP_013035182.1	1.4E-181	601.9	L	CDC6	Orc1/Cdc6-related protein, AAA superfamily ATPase	HVO_A0064
arCOG00474	WP_004041807.1	5.2E-104	344.5	H	FAU1	5-formyltetrahydrofolate cyclo-ligase	HVO_1928
arCOG00476	WP_004041326.1	3.8E-31	106.1	H	UbiA	4-hydroxybenzoate polyprenyltransferase or related prenyltransferase	HVO_B0209
arCOG00476	WP_004043499.1	9.2E-61	203.2	H	UbiA	4-hydroxybenzoate polyprenyltransferase or related prenyltransferase	HVO_1436
arCOG00478	WP_004042521.1	5.7E-133	440.1	H	UbiA	4-hydroxybenzoate polyprenyltransferase or related prenyltransferase	HVO_2527
arCOG00479	WP_013035258.1	1.1E-117	390	O	CyoE	Polyprenyltransferase (cytochrome oxidase assembly factor)	HVO_1013
arCOG00480	WP_013035465.1	1.4E-71	238.8	H	MenA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	HVO_1462
arCOG00481	WP_004041968.1	4.2E-24	82.7	H	UbiA	4-hydroxybenzoate polyprenyltransferase or related prenyltransferase	HVO_2085
arCOG00481	WP_004044312.1	1.8E-69	231.6	H	UbiA	4-hydroxybenzoate polyprenyltransferase or related prenyltransferase	HVO_0622
arCOG00485	WP_004041749.1	1.4E-188	625.4	J	LysS	Lysyl-tRNA synthetase, class I	HVO_1867
arCOG00486	WP_004043812.1	6.2E-155	514.2	J	CysS	Cysteinyl-tRNA synthetase	HVO_1125
arCOG00487	WP_004044599.1	1.4E-158	526.5	J	ArgS	Arginyl-tRNA synthetase	HVO_0324
arCOG00488	WP_004045289.1	9.6E-66	219.5	L	DnaN	DNA polymerase sliding clamp subunit (PCNA homolog)	HVO_0175
arCOG00489	WP_004042284.1	1.6E-49	165.6	H	PduO	Cob(I)alamin adenosyltransferase	HVO_2395
arCOG00493	WP_013035627.1	1.4E-111	370.6	G	GapA	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	HVO_0478
arCOG00494	WP_004042439.1	1.9E-116	386.9	E	Asd	Aspartate-semialdehyde dehydrogenase	HVO_2487
arCOG00494	WP_004044440.1	6.5E-61	204.2	E	Asd	Aspartate-semialdehyde dehydrogenase	HVO_0481
arCOG00495	WP_004045051.1	9.9E-123	407.5	E	ArgC	Acetylglutamate semialdehyde dehydrogenase	HVO_0045
arCOG00496	WP_004044441.1	5.1E-123	408.5	G	Pgk	3-phosphoglycerate kinase	HVO_0480
arCOG00497	WP_013035277.1	4.8E-37	125.5	R	-	Zn-dependent hydrolase of the beta-lactamase fold	HVO_1567
arCOG00497	WP_004043649.1	6.3E-48	161	R	-	Zn-dependent hydrolase of the beta-lactamase fold	HVO_1290
arCOG00498	WP_004043900.1	4E-63	211.6	R	-	Metal-dependent hydrolase of the beta-lactamase superfamily II	HVO_1041
arCOG00498	WP_004044166.1	2.1E-55	186.3	R	-	Metal-dependent hydrolase of the beta-lactamase superfamily II	HVO_0771
arCOG00499	WP_004041786.1	3.6E-47	158.5	R		Metal-dependent hydrolase of the beta-lactamase superfamily	HVO_1905
arCOG00500	WP_004043010.1	1.4E-95	317.2	R	ElaC	Metal-dependent hydrolase of the beta-lactamase superfamily	HVO_2763
arCOG00500	WP_049914911.1	2.1E-44	149.6	R	ElaC	Metal-dependent hydrolase of the beta-lactamase superfamily	HVO_0144
