locus_tag	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag	length	protein	thane_gene	thane_gene_description	gene_name	kegg1	kegg2	kegg3	pathway	kegg_prot	kegg_id	definition	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	cog	arcog	chr
HVO_RS00175	8919050	lcl|NC_013964.1_cds_WP_004041117.1_124	NC_013964.1	gene	40395	41546	+	123	Gene	protein_coding	HVO_B0038	1151	ABC transporter ATP-binding protein			tsgD7	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	tsgD7; ABC-type transport system ATP-binding protein (probable substrate sugar)	K10112	msmX; multiple sugar transport system ATP-binding protein	K10112: tsgD7; ABC-type transport system ATP-binding protein (probable substrate sugar)	sugar ABC transporter ATP-binding protein(HVO_RS00175)	Haloferax volcanii DS2			GO:0043190~ATP-binding cassette (ABC) transporter complex	GO:0005524~ATP binding,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR008995:Molybdate/tungstate binding, C-terminal,IPR013611:Transport-associated OB, type 2,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase	hvo02010:ABC transporters	HVO_RS00175	PF00005:ABC transporter,PF08402:TOBE domain		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,Plasmid,Reference proteome,	COG3839G	arCOG00177	pHV3
HVO_RS00180	8919180	lcl|NC_013964.1_cds_WP_004041116.1_125	NC_013964.1	gene	41808	43046	-	124	Gene	protein_coding	HVO_B0038A	1238	D-xylonate dehydratase			xad	Metabolism	Carbohydrate metabolism	00040 Pentose and glucuronate interconversions 	[PATH:hvo00040]	D-xylonate dehydratase	K14275	xad; D-xylonate dehydratase [EC:4.2.1.82]	K14275: D-xylonate dehydratase	D-xylonate dehydratase(HVO_RS00180)	Haloferax volcanii DS2	4.2.1.82	GO:0009063~cellular amino acid catabolic process		GO:0050401~xylonate dehydratase activity	IPR001354:Mandelate racemase/muconate lactonizing enzyme,IPR013341:Mandelate racemase/muconate lactonizing enzyme, N-terminal,IPR013342:Mandelate racemase/muconate lactonizing enzyme, C-terminal,IPR018110:Mandelate racemase/muconate lactonizing enzyme, conserved site	hvo00040:Pentose and glucuronate interconversions	HVO_RS00180	PF02746:Mandelate racemase / muconate lactonizing enzyme, N-terminal domain,PF13378:Enolase C-terminal domain-like		SM00922:SM00922	Complete proteome,Direct protein sequencing,Lyase,Plasmid,Reference proteome,	COG4948MR	arCOG01168	pHV3
HVO_RS00185	8919187	lcl|NC_013964.1_cds_WP_004041115.1_126	NC_013964.1	gene	43203	44651	+	125	Gene	protein_coding	HVO_B0039	1448	aldehyde dehydrogenase				Metabolism	Carbohydrate metabolism	00053 Ascorbate and aldarate metabolism 	[PATH:hvo00053]	alpha-ketoglutarate semialdehyde dehydrogenase	K19588	dopDH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]	K19588: alpha-ketoglutarate semialdehyde dehydrogenase	aldehyde dehydrogenase(HVO_RS00185)	Haloferax volcanii DS2	1.2.1.26	GO:0042843~D-xylose catabolic process		GO:0047533~2,5-dioxovalerate dehydrogenase (NADP+) activity	IPR015590:Aldehyde dehydrogenase domain,IPR016160:Aldehyde dehydrogenase, conserved site,IPR016161:Aldehyde/histidinol dehydrogenase,IPR016162:Aldehyde dehydrogenase, N-terminal,IPR016163:Aldehyde dehydrogenase, C-terminal	hvo00010:Glycolysis / Gluconeogenesis,hvo00040:Pentose and glucuronate interconversions,hvo00053:Ascorbate and aldarate metabolism,hvo00071:Fatty acid degradation,hvo00280:Valine, leucine and isoleucine degradation,hvo00310:Lysine degradation,hvo00330:Arginine and proline metabolism,hvo00340:Histidine metabolism,hvo00380:Tryptophan metabolism,hvo00410:beta-Alanine metabolism,hvo00561:Glycerolipid metabolism,hvo00620:Pyruvate metabolism,hvo00625:Chloroalkane and chloroalkene degradation,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics	HVO_RS00185	PF00171:Aldehyde dehydrogenase family			Carbohydrate metabolism,Complete proteome,Direct protein sequencing,NADP,Oxidoreductase,Plasmid,Reference proteome,	COG1012C	arCOG01252	pHV3
HVO_RS00190	8919114	lcl|NC_013964.1_cds_WP_004041114.1_127	NC_013964.1	gene	44953	45708	-	126	Gene	protein_coding	HVO_B0040	755	IclR family transcriptional regulator			xacR	NA	NA	NA	NA	NA	NA	NA	NA: NA	IclR family transcriptional regulator(HVO_RS00190)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated		GO:0003677~DNA binding	IPR005471:Transcription regulator IclR, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR014757:Transcription regulator IclR, C-terminal		HVO_RS00190	PF01614:Bacterial transcriptional regulator,PF09339:IclR helix-turn-helix domain		SM00346:HTH_ICLR	Complete proteome,DNA-binding,Plasmid,Reference proteome,Transcription,Transcription regulation,	COG1414K	arCOG02798	pHV3
HVO_RS00195	8919030	lcl|NC_013964.1_cds_WP_004041113.1_128	NC_013964.1	gene	46367	48205	-	127	Gene	protein_coding	HVO_B0041	1838	iron transporter			iucC	NA	NA	NA	NA	NA	NA	NA	NA: NA	iron transporter(HVO_RS00195)	Haloferax volcanii DS2		GO:0019290~siderophore biosynthetic process		GO:0015343~siderophore transmembrane transporter activity	IPR007310:Aerobactin siderophore biosynthesis, IucA/IucC, N-terminal,IPR022770:FhuF/siderophore biosynthesis protein, C-terminal		HVO_RS00195	PF04183:IucA / IucC family,PF06276:Ferric iron reductase FhuF-like transporter			Complete proteome,Plasmid,Reference proteome,	COG4264Q	arCOG08178	pHV3
HVO_RS00200	8919197	lcl|NC_013964.1_cds_WP_004041112.1_129	NC_013964.1	gene	48214	49587	-	128	Gene	protein_coding	HVO_B0042	1373	lysine 6-monooxygenase			iucD	NA	NA	NA	NA	NA	NA	NA	NA: NA	lysine 6-monooxygenase(HVO_RS00200)	Haloferax volcanii DS2				GO:0004497~monooxygenase activity	IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,IPR025700:L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase		HVO_RS00200	PF13434:L-lysine 6-monooxygenase (NADPH-requiring)			Complete proteome,Monooxygenase,Oxidoreductase,Plasmid,Reference proteome,	COG3486Q	arCOG07945	pHV3
HVO_RS00205	8919377	lcl|NC_013964.1_cds_WP_004041111.1_130	NC_013964.1	gene	49584	50225	-	129	Gene	protein_coding	HVO_B0043	641	N-acetyltransferase			iucB	NA	NA	NA	NA	NA	NA	NA	NA: NA	N-acetyltransferase(HVO_RS00205)	Haloferax volcanii DS2				GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,IPR019432:Siderophore biosynthesis protein, conserved domain		HVO_RS00205			SM01006:SM01006	Complete proteome,Plasmid,Reference proteome,	COG1670J	arCOG00842	pHV3
HVO_RS00210	8919005	lcl|NC_013964.1_cds_WP_004041110.1_131	NC_013964.1	gene	50222	52003	-	130	Gene	protein_coding	HVO_B0044	1781	iron transporter			iucA	NA	NA	NA	NA	NA	NA	NA	NA: NA	iron transporter(HVO_RS00210)	Haloferax volcanii DS2		GO:0019290~siderophore biosynthetic process		GO:0015343~siderophore transmembrane transporter activity	IPR007310:Aerobactin siderophore biosynthesis, IucA/IucC, N-terminal,IPR022770:FhuF/siderophore biosynthesis protein, C-terminal		HVO_RS00210	PF04183:IucA / IucC family,PF06276:Ferric iron reductase FhuF-like transporter			Complete proteome,Plasmid,Reference proteome,	COG4264Q	arCOG08179	pHV3
HVO_RS00215	8919259	lcl|NC_013964.1_cds_WP_004041109.1_132	NC_013964.1	gene	52000	53565	-	131	Gene	protein_coding	HVO_B0045	1565	2,4-diaminobutyrate decarboxylase			bdb	Metabolism	Amino acid metabolism	00260 Glycine, serine and threonine metabolism 	[PATH:hvo00260]	bdb; L-2,4-diaminobutyrate decarboxylase	K13745	ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]	K13745: bdb; L-2,4-diaminobutyrate decarboxylase	2,4-diaminobutyrate decarboxylase(HVO_RS00215)	Haloferax volcanii DS2		GO:0019752~carboxylic acid metabolic process		GO:0016831~carboxy-lyase activity,GO:0030170~pyridoxal phosphate binding	IPR002129:Pyridoxal phosphate-dependent decarboxylase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase,IPR021115:Pyridoxal-phosphate binding site	hvo00260:Glycine, serine and threonine metabolism,hvo01120:Microbial metabolism in diverse environments	HVO_RS00215	PF00282:Pyridoxal-dependent decarboxylase conserved domain			Complete proteome,Lyase,Plasmid,Pyridoxal phosphate,Reference proteome,	COG0076E	arCOG00027	pHV3
HVO_RS00220	8919229	lcl|NC_013964.1_cds_WP_004041108.1_133	NC_013964.1	gene	53562	54941	-	132	Gene	protein_coding	HVO_B0046	1379	diaminobutyrate--2-oxoglutarate transaminase			dat	Metabolism	Amino acid metabolism	00260 Glycine, serine and threonine metabolism 	[PATH:hvo00260]	dat; diaminobutyrate--pyruvate aminotransferase	K00836	ectB; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	K00836: dat; diaminobutyrate--pyruvate aminotransferase	diaminobutyrate--2-oxoglutarate transaminase(HVO_RS00220)	Haloferax volcanii DS2	2.6.1.76	GO:0009058~biosynthetic process		GO:0030170~pyridoxal phosphate binding,GO:0045303~diaminobutyrate-2-oxoglutarate transaminase activity	IPR004637:2,4-diaminobutyrate 4-transaminase,IPR005814:Aminotransferase class-III,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase	hvo00260:Glycine, serine and threonine metabolism,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS00220	PF00202:Aminotransferase class-III			Aminotransferase,Complete proteome,Plasmid,Pyridoxal phosphate,Pyruvate,Reference proteome,Transferase,	COG0160E	arCOG00915	pHV3
HVO_RS00225	8919294	lcl|NC_013964.1_cds_WP_004041107.1_134	NC_013964.1	gene	55399	56601	-	133	Gene	protein_coding	HVO_B0047	1202	iron ABC transporter substrate-binding protein				Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	ABC-type transport system periplasmic substrate-binding protein (probable substrate iron-III)	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein	K02016: ABC-type transport system periplasmic substrate-binding protein (probable substrate iron-III)	iron ABC transporter substrate-binding protein(HVO_RS00225)	Haloferax volcanii DS2					IPR002491:ABC transporter periplasmic binding domain	hvo02010:ABC transporters	HVO_RS00225	PF01497:Periplasmic binding protein			Complete proteome,Plasmid,Reference proteome,	COG0614P	arCOG06180	pHV3
HVO_RS00230	8919063	lcl|NC_013964.1_cds_WP_004041106.1_135	NC_013964.1	gene	56690	57502	-	134	Gene	protein_coding	HVO_B0048	812	cobalt-precorrin-7 (C(5))-methyltransferase			cbiE	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	cbiE; precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit	K03399	cbiE; cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]	K03399: cbiE; precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit	cobalt-precorrin-7 (C(5))-methyltransferase(HVO_RS00230)	Haloferax volcanii DS2	2.1.1.132	GO:0009236~cobalamin biosynthetic process		GO:0008276~protein methyltransferase activity,GO:0046025~precorrin-6Y C5,15-methyltransferase (decarboxylating) activity	IPR000878:Tetrapyrrole methylase,IPR012818:Cobalamin (vitamin B12) biosynthesis CbiE, precorrin-6Y methyltransferase, core,IPR014776:Tetrapyrrole methylase, subdomain 2,IPR014777:Tetrapyrrole methylase, subdomain 1	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways	HVO_RS00230	PF00590:Tetrapyrrole (Corrin/Porphyrin) Methylases			Complete proteome,Methyltransferase,Plasmid,Reference proteome,Transferase,	COG2241H	arCOG00650	pHV3
HVO_RS00235	8919058	lcl|NC_013964.1_cds_WP_004041105.1_136	NC_013964.1	gene	57495	58175	-	135	Gene	protein_coding	HVO_B0049	680	precorrin isomerase			cbiC	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	cbiC; precorrin isomerase	K06042	cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]	K06042: cbiC; precorrin isomerase	precorrin isomerase(HVO_RS00235)	Haloferax volcanii DS2		GO:0009236~cobalamin biosynthetic process		GO:0016993~precorrin-8X methylmutase activity	IPR003722:Cobalamin (vitamin B12) biosynthesis CobH/CbiC, precorrin-8X methylmutase, core	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways	HVO_RS00235	PF02570:Precorrin-8X methylmutase			Complete proteome,Isomerase,Plasmid,Reference proteome,	COG2082H	arCOG02247	pHV3
HVO_RS00240	8919019	lcl|NC_013964.1_cds_WP_004041104.1_137	NC_013964.1	gene	58168	62022	-	136	Gene	protein_coding	HVO_B0050	3854	cobaltochelatase subunit CobN			cobN	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	cobN; cobalamin biosynthesis protein	K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]	K02230: cobN; cobalamin biosynthesis protein	cobaltochelatase subunit CobN(HVO_RS00240)	Haloferax volcanii DS2		GO:0009236~cobalamin biosynthetic process		GO:0051116~cobaltochelatase activity	IPR003672:CobN/magnesium chelatase,IPR011953:Cobaltochelatase, CobN subunit	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways	HVO_RS00240	PF02514:CobN/Magnesium Chelatase			Complete proteome,Plasmid,Reference proteome,	COG1429H	arCOG03022	pHV3
HVO_RS00245	8919146	lcl|NC_013964.1_cds_WP_013034971.1_138	NC_013964.1	gene	62067	64187	+	137	Gene	protein_coding	HVO_B0051	2120	magnesium chelatase			chlID	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	hmcA; protporphyrin IX magnesium chelatase	K03404	chlD; magnesium chelatase subunit D [EC:6.6.1.1]	K03404: hmcA; protporphyrin IX magnesium chelatase	magnesium chelatase(HVO_RS00245)	Haloferax volcanii DS2	4.99.1.-			GO:0016829~lyase activity	IPR000523:Magnesium chelatase, ChlI subunit,IPR002035:von Willebrand factor, type A,IPR003593:AAA+ ATPase domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS00245	PF01078:Magnesium chelatase, subunit ChlI,PF13519:von Willebrand factor type A domain		SM00327:VWA,SM00382:AAA	Complete proteome,Lyase,Plasmid,Reference proteome,	COG1239H	arCOG00438	pHV3
HVO_RS00250	8919231	lcl|NC_013964.1_cds_WP_004041102.1_139	NC_013964.1	gene	64223	65461	-	138	Gene	protein_coding	HVO_B0052	1238	dehydrogenase				NA	NA	NA	NA	NA	NA	NA	NA: NA	dehydrogenase(HVO_RS00250)	Haloferax volcanii DS2					IPR002372:Pyrrolo-quinoline quinone repeat,IPR011047:Quinonprotein alcohol dehydrogenase-like superfamily,IPR018391:Pyrrolo-quinoline quinone beta-propeller repeat,IPR027295:Quinonprotein alcohol dehydrogenase-like domain		HVO_RS00250	PF13360:PQQ-like domain		SM00564:PQQ	Complete proteome,Plasmid,Reference proteome,	COG1520S	arCOG02490	pHV3
HVO_RS00255	8919305	lcl|NC_013964.1_cds_WP_004041101.1_140	NC_013964.1	gene	65466	65849	-	139	Gene	protein_coding	HVO_B0053	383	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS00255)	Haloferax volcanii DS2					IPR021577:Protein of unknown function DUF3209		HVO_RS00255	PF11483:Protein of unknown function (DUF3209)			Complete proteome,Plasmid,Reference proteome,	-	arCOG04752	pHV3
HVO_RS00260	8919012	lcl|NC_013964.1_cds_WP_004041100.1_141	NC_013964.1	gene	65852	67072	-	140	Gene	protein_coding	HVO_B0054	1220	ferredoxin			cbiX1	NA	NA	NA	NA	NA	NA	NA	NA: NA	ferredoxin(HVO_RS00260)	Haloferax volcanii DS2	4.99.1.-	GO:0009236~cobalamin biosynthetic process		GO:0016852~sirohydrochlorin cobaltochelatase activity	IPR002762:Cobalamin (vitamin B12) biosynthesis CbiX,IPR012336:Thioredoxin-like fold		HVO_RS00260	PF01903:CbiX			Complete proteome,Lyase,Plasmid,Reference proteome,	COG2138S	arCOG04750	pHV3
HVO_RS00265	8919134	lcl|NC_013964.1_cds_WP_004041099.1_142	NC_013964.1	gene	67069	67746	-	141	Gene	protein_coding	HVO_B0055	677	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS00265)	Haloferax volcanii DS2							HVO_RS00265				Complete proteome,Plasmid,Reference proteome,	-	arCOG04749	pHV3
HVO_RS00270	8919209	lcl|NC_013964.1_cds_WP_004041098.1_143	NC_013964.1	gene	67743	67997	-	142	Gene	protein_coding	HVO_B0056	254	ferredoxin				NA	NA	NA	NA	NA	NA	NA	NA: NA	ferredoxin(HVO_RS00270)	Haloferax volcanii DS2							HVO_RS00270				Complete proteome,Plasmid,Reference proteome,	COG1141C	arCOG00349	pHV3
HVO_RS00275	8919339	lcl|NC_013964.1_cds_WP_004041097.1_144	NC_013964.1	gene	67999	69033	-	143	Gene	protein_coding	HVO_B0057	1034	precorrin-3B C(17)-methyltransferase			cbiH2	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	cobJ; precorrin-3B C17-methyltransferase	K05934	E2.1.1.131; precorrin-3B C17-methyltransferase [EC:2.1.1.131]	K05934: cobJ; precorrin-3B C17-methyltransferase	precorrin-3B C(17)-methyltransferase(HVO_RS00275)	Haloferax volcanii DS2	2.1.1.131	GO:0009236~cobalamin biosynthetic process		GO:0030789~precorrin-3B C17-methyltransferase activity	IPR000878:Tetrapyrrole methylase,IPR006363:Cobalamin (vitamin B12) biosynthesis CobJ/CibH, precorrin-3B C17-methyltransferase, core,IPR014776:Tetrapyrrole methylase, subdomain 2,IPR014777:Tetrapyrrole methylase, subdomain 1	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways	HVO_RS00275	PF00590:Tetrapyrrole (Corrin/Porphyrin) Methylases			Complete proteome,Methyltransferase,Plasmid,Reference proteome,Transferase,	COG1010H	arCOG00647	pHV3
HVO_RS00280	8919008	lcl|NC_013964.1_cds_WP_004041096.1_145	NC_013964.1	gene	69037	69921	-	144	Gene	protein_coding	HVO_B0058	884	cobalt-precorrin-2 C(20)-methyltransferase			cbiH1	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	cobH; precorrin-3B C17-methyltransferase	K05934	E2.1.1.131; precorrin-3B C17-methyltransferase [EC:2.1.1.131]	K05934: cobH; precorrin-3B C17-methyltransferase	cobalt-precorrin-2 C(20)-methyltransferase(HVO_RS00280)	Haloferax volcanii DS2	2.1.1.131			GO:0030789~precorrin-3B C17-methyltransferase activity	IPR000878:Tetrapyrrole methylase,IPR014777:Tetrapyrrole methylase, subdomain 1	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways	HVO_RS00280	PF00590:Tetrapyrrole (Corrin/Porphyrin) Methylases			Complete proteome,Methyltransferase,Plasmid,Reference proteome,Transferase,	COG1010H	arCOG00647	pHV3
HVO_RS00285	8919052	lcl|NC_013964.1_cds_WP_004041095.1_146	NC_013964.1	gene	69918	70898	-	145	Gene	protein_coding	HVO_B0059	980	cobalamin biosynthesis protein CbiG			cbiG	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	CbiG	K02189	cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	K02189: CbiG	cobalamin biosynthesis protein CbiG(HVO_RS00285)	Haloferax volcanii DS2		GO:0009236~cobalamin biosynthetic process			IPR002750:Cobalamin (vitamin B12) biosynthesis CbiG, core,IPR021744:Cobalamin synthesis G N-terminal	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways	HVO_RS00285	PF01890:Cobalamin synthesis G C-terminus,PF11760:Cobalamin synthesis G N-terminal			Complete proteome,Plasmid,Reference proteome,	COG2073H	arCOG00651	pHV3
HVO_RS00290	8919124	lcl|NC_013964.1_cds_WP_004041094.1_147	NC_013964.1	gene	70891	71730	-	146	Gene	protein_coding	HVO_B0060	839	precorrin-4 C(11)-methyltransferase			cbiF	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	cbiF; cobalamin biosynthesis precorrin-3 methylase	K05936	cobM; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	K05936: cbiF; cobalamin biosynthesis precorrin-3 methylase	precorrin-4 C(11)-methyltransferase(HVO_RS00290)	Haloferax volcanii DS2		GO:0009236~cobalamin biosynthetic process		GO:0046026~precorrin-4 C11-methyltransferase activity	IPR000878:Tetrapyrrole methylase,IPR006362:Cobalamin (vitamin B12) biosynthesis CobM/CbiF, precorrin-4 C11-methyltransferase, core,IPR014776:Tetrapyrrole methylase, subdomain 2,IPR014777:Tetrapyrrole methylase, subdomain 1	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways	HVO_RS00290	PF00590:Tetrapyrrole (Corrin/Porphyrin) Methylases			Complete proteome,Methyltransferase,Plasmid,Reference proteome,Transferase,	COG2875H	arCOG00645	pHV3
