ID	Gene Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS
8925748	2-succinylbenzoate-CoA ligase(HVO_RS11325)	Haloferax volcanii DS2	6.2.1.26	GO:0009234~menaquinone biosynthetic process		GO:0005524~ATP binding,GO:0008756~o-succinylbenzoate-CoA ligase activity	IPR000873:AMP-dependent synthetase/ligase,IPR010192:O-succinylbenzoate-CoA ligase,IPR020845:AMP-binding, conserved site,IPR025110:Domain of unknown function DUF4009	hvo00130:Ubiquinone and other terpenoid-quinone biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS11325	PF00501:AMP-binding enzyme,PF13193:AMP-binding enzyme C-terminal domain			ATP-binding,Complete proteome,Ligase,Menaquinone biosynthesis,Nucleotide-binding,
8924944	23S rRNA methyltransferase(HVO_RS05580)	Haloferax volcanii DS2	2.1.1.166		GO:0005737~cytoplasm	GO:0008650~rRNA (uridine-2'-O-)-methyltransferase activity	IPR002792:TRAM domain,IPR002877:Ribosomal RNA methyltransferase FtsJ domain,IPR012340:Nucleic acid-binding, OB-fold,IPR015507:Ribosomal RNA large subunit methyltransferase E		HVO_RS05580	PF01728:FtsJ-like methyltransferase,PF01938:TRAM domain			Complete proteome,Cytoplasm,Methyltransferase,Reference proteome,rRNA processing,S-adenosyl-L-methionine,Transferase,
8926335	3,4-dihydroxy-2-butanone-4-phosphate synthase(HVO_RS06275)	Haloferax volcanii DS2	4.1.99.12	GO:0009231~riboflavin biosynthetic process		GO:0008686~3,4-dihydroxy-2-butanone-4-phosphate synthase activity,GO:0046872~metal ion binding	IPR000422:3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB,IPR017945:DHBP synthase RibB-like alpha/beta domain	hvo00740:Riboflavin metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS06275	PF00926:3,4-dihydroxy-2-butanone 4-phosphate synthase			Complete proteome,Lyase,Magnesium,Manganese,Metal-binding,Reference proteome,Riboflavin biosynthesis,
8924491	3-beta hydroxysteroid dehydrogenase(HVO_RS16070)	Haloferax volcanii DS2				GO:0016853~isomerase activity	IPR016040:NAD(P)-binding domain		HVO_RS16070	PF13460:NADH(P)-binding 			Complete proteome,Isomerase,Reference proteome,
8926773	3-beta hydroxysteroid dehydrogenase/isomerase(HVO_RS07850)	Haloferax volcanii DS2				GO:0016853~isomerase activity,GO:0050662~coenzyme binding	IPR001509:NAD-dependent epimerase/dehydratase,IPR016040:NAD(P)-binding domain		HVO_RS07850	PF01370:NAD dependent epimerase/dehydratase family			Complete proteome,Isomerase,Reference proteome,
8925405	3-dehydroquinase(HVO_RS07595)	Haloferax volcanii DS2	4.2.1.10	GO:0008652~cellular amino acid biosynthetic process,GO:0009073~aromatic amino acid family biosynthetic process,GO:0009423~chorismate biosynthetic process		GO:0003855~3-dehydroquinate dehydratase activity	IPR001381:Dehydroquinase class I,IPR013785:Aldolase-type TIM barrel,IPR018508:3-dehydroquinate dehydratase, active site	hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01230:Biosynthesis of amino acids	HVO_RS07595	PF01487:Type I 3-dehydroquinase			Amino-acid biosynthesis,Aromatic amino acid biosynthesis,Complete proteome,Lyase,Reference proteome,Schiff base,
8925313	3-dehydroquinase(HVO_RS07600)	Haloferax volcanii DS2	4.2.1.10			GO:0003855~3-dehydroquinate dehydratase activity	IPR001381:Dehydroquinase class I,IPR013785:Aldolase-type TIM barrel		HVO_RS07600	PF01487:Type I 3-dehydroquinase			Complete proteome,Lyase,Reference proteome,
8925180	3-dehydroquinate synthase(HVO_RS08500)	Haloferax volcanii DS2	1.4.1.24	GO:0008652~cellular amino acid biosynthetic process,GO:0009073~aromatic amino acid family biosynthetic process		GO:0003856~3-dehydroquinate synthase activity,GO:0016639~oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor,GO:0051287~NAD binding	IPR002812:3-dehydroquinate synthase, prokaryotic-type	hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics	HVO_RS08500	PF01959:3-dehydroquinate synthase (EC 4.6.1.3)	PIRSF006655:3-dehydroquinate synthase, Methanopyrus type		Amino-acid biosynthesis,Aromatic amino acid biosynthesis,Complete proteome,Lyase,NAD,Oxidoreductase,Reference proteome,
8926248	3-hydroxy-3-methylglutaryl-CoA reductase(HVO_RS17175)	Haloferax volcanii DS2	1.1.1.34	GO:0008299~isoprenoid biosynthetic process,GO:0015936~coenzyme A metabolic process	GO:0016021~integral component of membrane	GO:0004420~hydroxymethylglutaryl-CoA reductase (NADPH) activity,GO:0050661~NADP binding	IPR002202:Hydroxymethylglutaryl-CoA reductase, class I/II,IPR004554:Hydroxymethylglutaryl-CoA reductase, eukaryotic/arcaheal type,IPR009023:Hydroxymethylglutaryl-CoA reductase, class I/II, NAD/NADP-binding,IPR009029:Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding,IPR023074:Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain,IPR023076:Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site	hvo00900:Terpenoid backbone biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics	HVO_RS17175	PF00368:Hydroxymethylglutaryl-coenzyme A reductase			Complete proteome,Direct protein sequencing,Isoprene biosynthesis,Lipid biosynthesis,Lipid metabolism,NADP,Oxidoreductase,Reference proteome,
8923838	3-hydroxyacyl-CoA dehydrogenase(HVO_RS04185)	Haloferax volcanii DS2	1.1.1.35	GO:0006631~fatty acid metabolic process		GO:0003857~3-hydroxyacyl-CoA dehydrogenase activity,GO:0070403~NAD+ binding	IPR006108:3-hydroxyacyl-CoA dehydrogenase, C-terminal,IPR006176:3-hydroxyacyl-CoA dehydrogenase, NAD binding,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR013328:Dehydrogenase, multihelical,IPR016040:NAD(P)-binding domain,IPR022694:3-hydroxyacyl-CoA dehydrogenase	hvo00360:Phenylalanine metabolism,hvo00362:Benzoate degradation,hvo00650:Butanoate metabolism,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments	HVO_RS04185	PF00725:3-hydroxyacyl-CoA dehydrogenase, C-terminal domain,PF02737:3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	PIRSF000105:3-hydroxyacyl-CoA dehydrogenase		Complete proteome,Oxidoreductase,Plasmid,Reference proteome,
8926477	3-hydroxyacyl-CoA dehydrogenase(HVO_RS18315)	Haloferax volcanii DS2	1.1.1.35,4.2.1.17	GO:0006631~fatty acid metabolic process		GO:0003857~3-hydroxyacyl-CoA dehydrogenase activity,GO:0004300~enoyl-CoA hydratase activity	IPR001753:Crotonase superfamily,IPR006108:3-hydroxyacyl-CoA dehydrogenase, C-terminal,IPR006176:3-hydroxyacyl-CoA dehydrogenase, NAD binding,IPR006180:3-hydroxyacyl-CoA dehydrogenase, conserved site,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR013328:Dehydrogenase, multihelical,IPR016040:NAD(P)-binding domain,IPR018376:Enoyl-CoA hydratase/isomerase, conserved site	hvo00720:Carbon fixation pathways in prokaryotes,hvo01120:Microbial metabolism in diverse environments,hvo01200:Carbon metabolism	HVO_RS18315	PF00378:Enoyl-CoA hydratase/isomerase family,PF00725:3-hydroxyacyl-CoA dehydrogenase, C-terminal domain,PF02737:3-hydroxyacyl-CoA dehydrogenase, NAD binding domain			Complete proteome,Lyase,Oxidoreductase,Reference proteome,
8923260	3-hydroxybutyryl-CoA dehydratase(HVO_RS04190)	Haloferax volcanii DS2	4.2.1.17	GO:0008152~metabolic process		GO:0004300~enoyl-CoA hydratase activity	IPR001753:Crotonase superfamily		HVO_RS04190	PF00378:Enoyl-CoA hydratase/isomerase family			Complete proteome,Lyase,Plasmid,Reference proteome,
8923683	3-hydroxybutyryl-CoA dehydrogenase(HVO_RS02320)	Haloferax volcanii DS2	1.1.1.35,4.2.1.17	GO:0006631~fatty acid metabolic process		GO:0003857~3-hydroxyacyl-CoA dehydrogenase activity,GO:0004300~enoyl-CoA hydratase activity	IPR001753:Crotonase superfamily,IPR006108:3-hydroxyacyl-CoA dehydrogenase, C-terminal,IPR006176:3-hydroxyacyl-CoA dehydrogenase, NAD binding,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR013328:Dehydrogenase, multihelical,IPR016040:NAD(P)-binding domain,IPR018376:Enoyl-CoA hydratase/isomerase, conserved site		HVO_RS02320	PF00378:Enoyl-CoA hydratase/isomerase family,PF00725:3-hydroxyacyl-CoA dehydrogenase, C-terminal domain,PF02737:3-hydroxyacyl-CoA dehydrogenase, NAD binding domain			Complete proteome,Lyase,Oxidoreductase,Plasmid,Reference proteome,
8925881	3-hydroxybutyryl-CoA dehydrogenase(HVO_RS11670)	Haloferax volcanii DS2	1.1.1.35	GO:0006631~fatty acid metabolic process		GO:0003857~3-hydroxyacyl-CoA dehydrogenase activity,GO:0070403~NAD+ binding	IPR006108:3-hydroxyacyl-CoA dehydrogenase, C-terminal,IPR006176:3-hydroxyacyl-CoA dehydrogenase, NAD binding,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR013328:Dehydrogenase, multihelical,IPR016040:NAD(P)-binding domain,IPR022694:3-hydroxyacyl-CoA dehydrogenase	hvo00360:Phenylalanine metabolism,hvo00362:Benzoate degradation,hvo00650:Butanoate metabolism,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments	HVO_RS11670	PF00725:3-hydroxyacyl-CoA dehydrogenase, C-terminal domain,PF02737:3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	PIRSF000105:3-hydroxyacyl-CoA dehydrogenase		Complete proteome,Oxidoreductase,Reference proteome,
8923652	3-isopropylmalate dehydratase large subunit(HVO_RS04385)	Haloferax volcanii DS2	4.2.1.33	GO:0009082~branched-chain amino acid biosynthetic process,GO:0009098~leucine biosynthetic process		GO:0003861~3-isopropylmalate dehydratase activity,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding	IPR001030:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha,IPR006251:Homoaconitase/3-isopropylmalate dehydratase, large subunit,IPR011826:Homoaconitase/3-isopropylmalate dehydratase, large subunit, prokaryotic,IPR015931:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3,IPR015932:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 2,IPR015937:Aconitase/isopropylmalate dehydratase	hvo00290:Valine, leucine and isoleucine biosynthesis,hvo00660:C5-Branched dibasic acid metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS04385	PF00330:Aconitase family (aconitate hydratase)			4Fe-4S,Amino-acid biosynthesis,Branched-chain amino acid biosynthesis,Complete proteome,Iron,Iron-sulfur,Leucine biosynthesis,Lyase,Metal-binding,Plasmid,Reference proteome,
8926493	3-isopropylmalate dehydratase large subunit(HVO_RS11960)	Haloferax volcanii DS2	4.2.1.33	GO:0009082~branched-chain amino acid biosynthetic process,GO:0009098~leucine biosynthetic process		GO:0003861~3-isopropylmalate dehydratase activity,GO:0016853~isomerase activity,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding	IPR001030:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha,IPR004430:3-isopropylmalate dehydratase, large subunit,IPR015931:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3,IPR015932:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 2,IPR015937:Aconitase/isopropylmalate dehydratase,IPR018136:Aconitase family, 4Fe-4S cluster binding site	hvo00290:Valine, leucine and isoleucine biosynthesis,hvo00660:C5-Branched dibasic acid metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS11960	PF00330:Aconitase family (aconitate hydratase)			4Fe-4S,Amino-acid biosynthesis,Branched-chain amino acid biosynthesis,Complete proteome,Iron,Iron-sulfur,Isomerase,Leucine biosynthesis,Lyase,Metal-binding,Reference proteome,
8923693	3-isopropylmalate dehydratase small subunit(HVO_RS04380)	Haloferax volcanii DS2	4.2.1.33	GO:0009082~branched-chain amino acid biosynthetic process,GO:0009098~leucine biosynthetic process		GO:0003861~3-isopropylmalate dehydratase activity	IPR000573:Aconitase A/isopropylmalate dehydratase small subunit, swivel,IPR011827:3-isopropylmalate dehydratase, small subunit, subgroup,IPR015928:Aconitase/3-isopropylmalate dehydratase, swivel,IPR015937:Aconitase/isopropylmalate dehydratase	hvo00290:Valine, leucine and isoleucine biosynthesis,hvo00660:C5-Branched dibasic acid metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS04380	PF00694:Aconitase C-terminal domain			Amino-acid biosynthesis,Branched-chain amino acid biosynthesis,Complete proteome,Leucine biosynthesis,Lyase,Plasmid,Reference proteome,
8926244	3-isopropylmalate dehydratase small subunit(HVO_RS11955)	Haloferax volcanii DS2	4.2.1.33	GO:0009098~leucine biosynthetic process	GO:0009316~3-isopropylmalate dehydratase complex	GO:0003861~3-isopropylmalate dehydratase activity	IPR000573:Aconitase A/isopropylmalate dehydratase small subunit, swivel,IPR004431:3-isopropylmalate dehydratase, small subunit,IPR015928:Aconitase/3-isopropylmalate dehydratase, swivel,IPR015937:Aconitase/isopropylmalate dehydratase	hvo00290:Valine, leucine and isoleucine biosynthesis,hvo00660:C5-Branched dibasic acid metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS11955	PF00694:Aconitase C-terminal domain			Complete proteome,Lyase,Reference proteome,
8926422	3-isopropylmalate dehydratase(HVO_RS12360)	Haloferax volcanii DS2					IPR019151:Proteasome assembly chaperone 2		HVO_RS12360	PF09754:PAC2 family			Coiled coil,Complete proteome,Reference proteome,
8925731	3-isopropylmalate dehydrogenase(HVO_RS11950)	Haloferax volcanii DS2	1.1.1.85	GO:0009082~branched-chain amino acid biosynthetic process,GO:0009098~leucine biosynthetic process	GO:0005737~cytoplasm	GO:0000287~magnesium ion binding,GO:0003862~3-isopropylmalate dehydrogenase activity,GO:0051287~NAD binding	IPR001804:Isocitrate and isopropylmalate dehydrogenases family,IPR024084:Isopropylmalate dehydrogenase-like domain	hvo00290:Valine, leucine and isoleucine biosynthesis,hvo00660:C5-Branched dibasic acid metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS11950	PF00180:Isocitrate/isopropylmalate dehydrogenase		SM01329:SM01329	Amino-acid biosynthesis,Branched-chain amino acid biosynthesis,Complete proteome,Cytoplasm,Leucine biosynthesis,Magnesium,Manganese,Metal-binding,NAD,Oxidoreductase,Reference proteome,
8926632	3-ketoacyl-ACP reductase(HVO_RS09635)	Haloferax volcanii DS2	1.1.1.-			GO:0016491~oxidoreductase activity	IPR002347:Glucose/ribitol dehydrogenase,IPR016040:NAD(P)-binding domain,IPR020904:Short-chain dehydrogenase/reductase, conserved site		HVO_RS09635				Complete proteome,Oxidoreductase,Reference proteome,
8923590	3-ketoacyl-CoA thiolase(HVO_RS04175)	Haloferax volcanii DS2	2.3.1.16	GO:0008152~metabolic process		GO:0003988~acetyl-CoA C-acyltransferase activity	IPR002155:Thiolase,IPR016039:Thiolase-like,IPR020616:Thiolase, N-terminal,IPR020617:Thiolase, C-terminal	hvo00071:Fatty acid degradation,hvo00072:Synthesis and degradation of ketone bodies,hvo00280:Valine, leucine and isoleucine degradation,hvo00310:Lysine degradation,hvo00362:Benzoate degradation,hvo00380:Tryptophan metabolism,hvo00620:Pyruvate metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo00640:Propanoate metabolism,hvo00650:Butanoate metabolism,hvo00720:Carbon fixation pathways in prokaryotes,hvo00900:Terpenoid backbone biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism,hvo01212:Fatty acid metabolism,hvo02020:Two-component system	HVO_RS04175	PF00108:Thiolase, N-terminal domain,PF02803:Thiolase, C-terminal domain	PIRSF000429:acetyl-CoA acetyltransferase		Acyltransferase,Complete proteome,Plasmid,Reference proteome,Transferase,
8924071	3-ketoacyl-CoA thiolase(HVO_RS08705)	Haloferax volcanii DS2	2.3.1.9	GO:0008152~metabolic process		GO:0003985~acetyl-CoA C-acetyltransferase activity	IPR002155:Thiolase,IPR016039:Thiolase-like,IPR020616:Thiolase, N-terminal,IPR020617:Thiolase, C-terminal	hvo00071:Fatty acid degradation,hvo00072:Synthesis and degradation of ketone bodies,hvo00280:Valine, leucine and isoleucine degradation,hvo00310:Lysine degradation,hvo00362:Benzoate degradation,hvo00380:Tryptophan metabolism,hvo00620:Pyruvate metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo00640:Propanoate metabolism,hvo00650:Butanoate metabolism,hvo00720:Carbon fixation pathways in prokaryotes,hvo00900:Terpenoid backbone biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism,hvo01212:Fatty acid metabolism,hvo02020:Two-component system	HVO_RS08705	PF00108:Thiolase, N-terminal domain,PF02803:Thiolase, C-terminal domain	PIRSF000429:acetyl-CoA acetyltransferase		Acyltransferase,Complete proteome,Reference proteome,Transferase,
8925942	3-ketoacyl-CoA thiolase(HVO_RS09620)	Haloferax volcanii DS2	2.3.1.16	GO:0008152~metabolic process		GO:0003988~acetyl-CoA C-acyltransferase activity	IPR002155:Thiolase,IPR016039:Thiolase-like,IPR020616:Thiolase, N-terminal,IPR020617:Thiolase, C-terminal	hvo00071:Fatty acid degradation,hvo00072:Synthesis and degradation of ketone bodies,hvo00280:Valine, leucine and isoleucine degradation,hvo00310:Lysine degradation,hvo00362:Benzoate degradation,hvo00380:Tryptophan metabolism,hvo00620:Pyruvate metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo00640:Propanoate metabolism,hvo00650:Butanoate metabolism,hvo00720:Carbon fixation pathways in prokaryotes,hvo00900:Terpenoid backbone biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism,hvo01212:Fatty acid metabolism,hvo02020:Two-component system	HVO_RS09620	PF00108:Thiolase, N-terminal domain,PF02803:Thiolase, C-terminal domain	PIRSF000429:acetyl-CoA acetyltransferase		Acyltransferase,Complete proteome,Reference proteome,Transferase,
8926683	3-methyl-2-oxobutanoate hydroxymethyltransferase(HVO_RS17755)	Haloferax volcanii DS2	2.1.2.11	GO:0015940~pantothenate biosynthetic process	GO:0005737~cytoplasm	GO:0003864~3-methyl-2-oxobutanoate hydroxymethyltransferase activity,GO:0008168~methyltransferase activity,GO:0046872~metal ion binding	IPR003700:Ketopantoate hydroxymethyltransferase,IPR015813:Pyruvate/Phosphoenolpyruvate kinase-like domain	hvo00770:Pantothenate and CoA biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS17755	PF02548:Ketopantoate hydroxymethyltransferase	PIRSF000388:3-methyl-2-oxobutanoate hydroxymethyltransferase		Complete proteome,Cytoplasm,Magnesium,Metal-binding,Methyltransferase,Pantothenate biosynthesis,Reference proteome,Transferase,
